Doi,Usage1,Usage2,Usage3,AVG Usage,Price,Cost/Use,Journal Name
10.1111/(ISSN)1742-4658,2087,2200,1261,1849.33,8088.0,4.37,"THE FEBS JOURNAL"
10.1111/(ISSN)1744-6198,70,86,85, 80.33,355.0,4.42,"NURSING FORUM"
10.1002/(ISSN)2473-4209,17,850,350,405.67,1805.0,4.45,"MEDICAL PHYSICS"
10.1111/(ISSN)1478-0542,341,434,200,325.00,1451.0,4.47,"HISTORY COMPASS"
10.1002/(ISSN)1521-6551,622,712,459,597.67,2673.0,4.47,"IUBMB LIFE"
10.1111/(ISSN)1365-2834,472,324,258,351.33,1571.0,4.47,"JOURNAL OF NURSING MANAGEMENT"
10.1111/(ISSN)1399-0004,637,675,285,532.33,2389.0,4.49,"CLINICAL GENETICS"
10.1111/(ISSN)1601-183X,307,386,226,306.33,1378.0,4.50,"GENES,BRAIN AND BEHAVIOR"
10.1111/(ISSN)1545-5300,154,153,116,141.00,635.0,4.50,"FAMILY PROCESS"
10.1111/(ISSN)1600-0447,559,478,330,455.67,2054.0,4.51,"ACTA PSYCHIATRICA SCANDINAVICA"
10.1111/(ISSN)1751-7893,97,97,64, 86.00,388.0,4.51,"EARLY INTERVENTION IN PSYCHIATRY"
10.1002/(ISSN)1097-0193,751,933,470,718.00,3244.0,4.52,"HUMAN BRAIN MAPPING"
10.1111/(ISSN)1747-9991,342,386,254,327.33,1486.0,4.54,"PHILOSOPHY COMPASS"
10.1111/(ISSN)1365-2885,558,731,387,558.67,2561.0,4.58,"JOURNAL OF VETERINARY PHARMACOLOGY & THERAPEUTICS"
10.1111/(ISSN)1748-8583,149,188,105,147.33,680.0,4.62,"HUMAN RESOURCE MANAGEMENT JOURNAL"
10.1111/(ISSN)1538-4632,131,100,79,103.33,480.0,4.65,"GEOGRAPHICAL ANALYSIS"
10.1111/(ISSN)1745-6606,201,146,136,161.00,748.0,4.65,"JOURNAL OF CONSUMER AFFAIRS"
10.1111/(ISSN)1540-6245,72,95,48, 71.67,333.0,4.65,"THE JOURNAL OF AESTHETICS AND ART CRITICISM"
10.1111/(ISSN)1467-9493,99,126,68, 97.67,454.0,4.65,"SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY"
10.1111/(ISSN)1365-2036,1020,1095,886,1000.33,4653.0,4.65,"ALIMENTARY PHARMACOLOGY & THERAPEUTICS"
10.1111/(ISSN)1745-4603,190,179,96,155.00,722.0,4.66,"JOURNAL OF TEXTURE STUDIES"
10.1002/(ISSN)2169-8961,288,338,159,261.67,1234.0,4.72,"JOURNAL OF GEOPHYSICAL RESEARCH: BIOGEOSCIENCES"
10.1002/(ISSN)1879-0844,333,377,200,303.33,1436.0,4.73,"EUROPEAN JOURNAL OF HEART FAILURE"
10.1111/(ISSN)1398-9995,547,632,315,498.00,2358.0,4.74,"ALLERGY"
10.1111/(ISSN)1096-0031,256,324,166,248.67,1182.0,4.75,"CLADISTICS"
10.1111/(ISSN)1365-4632,633,686,284,534.33,2540.0,4.75,"INTERNATIONAL JOURNAL OF DERMATOLOGY"
10.1111/(ISSN)1365-2869,310,260,167,245.67,1168.0,4.75,"JOURNAL OF SLEEP RESEARCH"
10.1111/(ISSN)1540-4781,61,84,41, 62.00,295.0,4.76,"MODERN LANGUAGE JOURNAL"
10.1111/(ISSN)1475-4762,75,159,87,107.00,510.0,4.77,"AREA"
10.1111/(ISSN)1440-1746,511,600,321,477.33,2278.0,4.77,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY"
10.1111/(ISSN)1365-2559,899,1057,507,821.00,3930.0,4.79,"HISTOPATHOLOGY"
10.1111/(ISSN)1479-828X,221,160,83,154.67,742.0,4.80,"AUSTRALIAN AND NEW ZEALAND JOURNAL OF OBSTETRICSAND GYNAECOLOGY"
10.1002/(ISSN)1099-050X,382,359,220,320.33,1537.0,4.80,"HUMAN RESOURCE MANAGEMENT"
10.1111/(ISSN)1365-2923,987,749,510,748.67,3602.0,4.81,"MEDICAL EDUCATION"
10.1111/(ISSN)2047-2927,631,248,125,334.67,1622.0,4.85,"ANDROLOGY"
10.1002/(ISSN)1099-1050,530,714,493,579.00,2807.0,4.85,"HEALTH ECONOMICS"
10.1111/(ISSN)1751-9020,218,560,348,375.33,1821.0,4.85,"SOCIOLOGY COMPASS"
10.1111/(ISSN)1745-6622,84,224,88,132.00,642.0,4.86,"JOURNAL OF APPLIED CORPORATE FINANCE"
10.1111/(ISSN)1447-0594,157,171,46,124.67,608.0,4.88,"GERIATRICS & GERONTOLOGY INTERNATIONAL"
10.1111/(ISSN)1943-278X,254,256,112,207.33,1016.0,4.90,"SUICIDE AND LIFE-THREATENING BEHAVIOR"
10.1111/(ISSN)1365-3040,1976,1970,1192,1712.67,8393.0,4.90,"PLANT CELL & ENVIRONMENT"
10.1111/(ISSN)2151-6952,110,79,73, 87.33,429.0,4.91,"CURATORTHE MUSEUM JOURNAL"
10.1111/(ISSN)1469-7793,2056,2334,1141,1843.67,9123.0,4.95,"THE JOURNAL OF PHYSIOLOGY"
10.1111/(ISSN)1745-4530,161,179,101,147.00,738.0,5.02,"JOURNAL OF FOOD PROCESS ENGINEERING"
10.1111/(ISSN)1931-2393,72,100,57, 76.33,387.0,5.07,"PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH"
10.1002/(ISSN)1536-0768,109,69,73, 83.67,426.0,5.09,"NEW DIRECTIONS FOR TEACHING AND LEARNING"
10.1111/(ISSN)1741-6787,139,125,100,121.33,618.0,5.09,"WORLDVIEWS ON EVIDENCE-BASED NURSING"
10.1111/(ISSN)1399-5618,314,275,139,242.67,1246.0,5.14,"BIPOLAR DISORDERS"
10.1111/(ISSN)1365-2516,409,485,236,376.67,1936.0,5.14,"HAEMOPHILIA"
10.1111/(ISSN)1478-3231,347,447,175,323.00,1681.0,5.20,"LIVER INTERNATIONAL"
10.1111/(ISSN)1529-8027,147,136,102,128.33,670.0,5.22,"JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM"
10.1111/(ISSN)1365-277X,385,301,150,278.67,1464.0,5.25,"JOURNAL OF HUMAN NUTRITION & DIETETICS"
10.1002/(ISSN)1536-0695,87,91,65, 81.00,426.0,5.26,"NEW DIRECTIONS FOR STUDENT SERVICES"
10.1002/(ISSN)2168-9830,124,156,86,122.00,645.0,5.29,"JOURNAL OF ENGINEERING EDUCATION"
10.1111/(ISSN)1467-6451,95,104,63, 87.33,466.0,5.34,"THE JOURNAL OF INDUSTRIAL ECONOMICS"
10.1111/(ISSN)1744-6171,49,100,59, 69.33,370.0,5.34,"JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRICNURSING"
10.1111/(ISSN)1540-5982,97,84,39, 73.33,392.0,5.35,"CANADIAN JOURNAL OF ECONOMICS/REVUE CANADIENNE D'Ã©CONOMIQUE"
10.1111/(ISSN)1365-2648,820,890,625,778.33,4172.0,5.36,"JOURNAL OF ADVANCED NURSING"
10.1111/(ISSN)1460-9592,527,670,333,510.00,2737.0,5.37,"PEDIATRIC ANESTHESIA"
10.1002/(ISSN)1757-7012,512,556,332,466.67,2526.0,5.41,"WILEY INTERDISCIPLINARY REVIEWS: RNA"
10.1111/(ISSN)1365-2818,626,773,565,654.67,3553.0,5.43,"JOURNAL OF MICROSCOPY"
10.1111/(ISSN)1751-9004,377,425,194,332.00,1806.0,5.44,"SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS"
10.1111/(ISSN)1360-0443,816,811,558,728.33,3976.0,5.46,"ADDICTION"
10.1111/(ISSN)1468-2850,152,127,76,118.33,648.0,5.48,"CLINICAL PSYCHOLOGY: SCIENCE AND PRACTICE"
10.1111/(ISSN)1467-923X,160,145,44,116.33,637.0,5.48,"THE POLITICAL QUARTERLY"
10.1111/(ISSN)1741-5446,85,67,36, 62.67,344.0,5.49,"EDUCATIONAL THEORY"
10.1111/(ISSN)1540-8175,324,402,177,301.00,1658.0,5.51,"ECHOCARDIOGRAPHY"
10.1002/(ISSN)1536-0717,57,61,114, 77.33,426.0,5.51,"NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION"
10.1111/(ISSN)1365-2052,389,617,254,420.00,2332.0,5.55,"ANIMAL GENETICS"
10.1111/(ISSN)1752-699X,99,90,160,116.33,647.0,5.56,"THE CLINICAL RESPIRATORY JOURNAL"
10.1111/(ISSN)1542-734X,75,82,39, 65.33,365.0,5.59,"THE JOURNAL OF AMERICAN CULTURE"
10.1111/(ISSN)1444-0938,130,97,68, 98.33,553.0,5.62,"CLINICAL AND EXPERIMENTAL OPTOMETRY"
10.1111/(ISSN)1438-8677,339,290,199,276.00,1554.0,5.63,"PLANT BIOLOGY"
10.1111/(ISSN)1747-0080,52,70,42, 54.67,309.0,5.65,"NUTRITION & DIETETICS"
10.1111/(ISSN)1477-4658,187,118,83,129.33,734.0,5.68,"RENAISSANCE STUDIES"
10.1111/(ISSN)1365-2621,769,782,547,699.33,3979.0,5.69,"INTERNATIONAL JOURNAL OF FOOD SCIENCE & TECHNOLOGY"
10.1111/(ISSN)1445-5994,364,386,216,322.00,1840.0,5.71,"INTERNAL MEDICINE JOURNAL"
10.1111/(ISSN)1467-8365,347,285,178,270.00,1551.0,5.74,"ART HISTORY"
10.1111/(ISSN)1440-1797,263,284,135,227.33,1307.0,5.75,"NEPHROLOGY"
10.1111/(ISSN)1467-6494,311,397,201,303.00,1744.0,5.76,"JOURNAL OF PERSONALITY"
10.1111/(ISSN)1475-5661,178,171,108,152.33,885.0,5.81,"TRANSACTIONS OF THE INSTITUTE OF BRITISHGEOGRAPHERS"
10.1111/(ISSN)1743-498X,149,180,84,137.67,801.0,5.82,"CLINICAL TEACHER,THE"
10.1111/(ISSN)1939-1668,159,118,45,107.33,626.0,5.83,"JOURNAL OF INTERIOR DESIGN"
10.1002/(ISSN)1477-870X,282,305,238,275.00,1609.0,5.85,"QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY"
10.1111/(ISSN)1468-0289,136,182,54,124.00,726.0,5.86,"ECONOMIC HISTORY REVIEW"
10.1111/(ISSN)2041-5370,83,103,44, 76.67,453.0,5.91,"BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES"
10.1111/(ISSN)1745-4565,119,102,72, 97.67,579.0,5.93,"JOURNAL OF FOOD SAFETY"
10.1111/(ISSN)1467-9760,276,286,61,207.67,1235.0,5.95,"THE JOURNAL OF POLITICAL PHILOSOPHY"
10.1111/(ISSN)1365-2567,463,720,360,514.33,3062.0,5.95,"IMMUNOLOGY"
10.1002/(ISSN)1878-0369,0,0,288, 96.00,573.0,5.97,"AORN JOURNAL"
10.1111/(ISSN)1365-2702,615,676,401,564.00,3370.0,5.98,"JOURNAL OF CLINICAL NURSING"
10.1111/(ISSN)1532-7795,170,224,140,178.00,1065.0,5.98,"JOURNAL OF RESEARCH ON ADOLESCENCE"
10.1111/(ISSN)1742-481X,203,215,101,173.00,1037.0,5.99,"INTERNATIONAL WOUND JOURNAL"
10.1111/(ISSN)1573-7861,189,214,116,173.00,1038.0,6.00,"SOCIOLOGICAL FORUM"
10.1002/(ISSN)1097-4679,244,311,219,258.00,1553.0,6.02,"JOURNAL OF CLINICAL PSYCHOLOGY"
10.1111/(ISSN)1755-148X,240,295,140,225.00,1357.0,6.03,"PIGMENT CELL & MELANOMA RESEARCH"
10.1002/(ISSN)1939-3806,270,306,177,251.00,1526.0,6.08,"AUTISM RESEARCH"
10.1002/(ISSN)1479-1838,142,216,107,155.00,944.0,6.09,"JOURNAL OF CONSUMER BEHAVIOUR"
10.1111/(ISSN)1442-200X,249,285,124,219.33,1337.0,6.10,"PEDIATRICS INTERNATIONAL"
10.1002/(ISSN)1099-0771,398,270,206,291.33,1778.0,6.10,"JOURNAL OF BEHAVIORAL DECISION MAKING"
10.1111/(ISSN)1467-9469,55,79,65, 66.33,406.0,6.12,"SCANDINAVIAN JOURNAL OF STATISTICS"
10.1111/(ISSN)2044-8309,102,151,90,114.33,701.0,6.13,"BRITISH JOURNAL OF SOCIAL PSYCHOLOGY"
10.1002/(ISSN)1536-0741,75,86,47, 69.33,426.0,6.14,"NEW DIRECTIONS FOR HIGHER EDUCATION"
10.1111/(ISSN)1751-228X,73,71,37, 60.33,375.0,6.22,"MIND,BRAIN,AND EDUCATION"
10.1111/(ISSN)1552-6569,262,259,96,205.67,1288.0,6.26,"JOURNAL OF NEUROIMAGING"
10.1002/(ISSN)1938-3657,130,40,35, 68.33,428.0,6.26,"JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY"
10.1002/(ISSN)1944-2866,63,114,48, 75.00,471.0,6.28,"POLICY & INTERNET"
10.1111/(ISSN)1475-4754,112,158,48,106.00,668.0,6.30,"ARCHAEOMETRY"
10.1002/(ISSN)2044-3749,26,49,30, 35.00,221.0,6.31,"TRENDS IN UROLOGY & MEN'S HEALTH"
10.1111/(ISSN)1475-6811,104,171,84,119.67,758.0,6.33,"PERSONAL RELATIONSHIPS"
10.1002/(ISSN)1532-2149,237,217,164,206.00,1306.0,6.34,"EUROPEAN JOURNAL OF PAIN"
10.1111/(ISSN)1476-5381,1101,1211,618,976.67,6228.0,6.38,"BRITISH JOURNAL OF PHARMACOLOGY"
10.1002/(ISSN)1939-9162,54,133,67, 84.67,541.0,6.39,"LEGISLATIVE STUDIES QUARTERLY"
10.1111/(ISSN)1744-6155,53,50,42, 48.33,309.0,6.39,"JOURNAL FOR SPECIALISTS IN PEDIATRIC NURSING"
10.1002/(ISSN)1099-1824,412,260,132,268.00,1719.0,6.41,"WIND ENERGY"
10.1111/(ISSN)1467-9221,261,347,247,285.00,1829.0,6.42,"POLITICAL PSYCHOLOGY"
10.1111/(ISSN)1538-4616,181,119,56,118.67,763.0,6.43,"JOURNAL OF MONEY,CREDIT AND BANKING"
10.1111/(ISSN)1467-9744,55,120,17, 64.00,412.0,6.44,"ZYGONÂ® JOURNAL OF RELIGION AND SCIENCE"
10.1111/(ISSN)1467-8489,127,111,118,118.67,766.0,6.46,"THE AUSTRALIAN JOURNAL OF AGRICULTURAL RESOURCE ECONOMICS"
10.1111/(ISSN)1600-0404,366,352,211,309.67,2003.0,6.47,"ACTA NEUROLOGICA SCANDINAVICA"
10.1111/(ISSN)1365-3180,360,336,202,299.33,1945.0,6.50,"WEED RESEARCH"
10.1111/(ISSN)1468-0424,152,233,136,173.67,1137.0,6.55,"GENDER & HISTORY"
10.1002/(ISSN)1548-2634,418,425,304,382.33,2513.0,6.57,"POLYMER ENGINEERING & SCIENCE"
10.1111/(ISSN)1467-9442,115,107,77, 99.67,657.0,6.59,"THE SCANDINAVIAN JOURNAL OF ECONOMICS"
10.1002/(ISSN)1098-1063,496,508,367,457.00,3020.0,6.61,"HIPPOCAMPUS"
10.1111/(ISSN)1469-445X,312,326,164,267.33,1772.0,6.63,"EXPERIMENTAL PHYSIOLOGY"
10.1111/(ISSN)1365-2265,750,726,334,603.33,4002.0,6.63,"CLINICAL ENDOCRINOLOGY"
10.1111/(ISSN)1365-2583,414,527,335,425.33,2830.0,6.65,"INSECT MOLECULAR BIOLOGY"
10.1002/(ISSN)1542-7854,63,96,63, 74.00,494.0,6.68,"NONPROFIT MANAGEMENT & LEADERSHIP"
10.1111/(ISSN)1467-9566,325,321,181,275.67,1841.0,6.68,"SOCIOLOGY OF HEALTH & ILLNESS"
10.1002/(ISSN)1938-3673,0,0,562,187.33,1253.0,6.69,"JOURNAL OF LEUKOCYTE BIOLOGY"
10.1002/(ISSN)1096-8652,1206,1589,819,1204.67,8114.0,6.74,"AMERICAN JOURNAL OF HEMATOLOGY"
10.1002/(ISSN)1757-7799,453,446,345,414.67,2795.0,6.74,"WIRES CLIMATE CHANGE"
10.1111/(ISSN)1467-9736,49,46,13, 36.00,243.0,6.75,"THE YALE REVIEW"
10.1111/(ISSN)1570-7458,744,700,377,607.00,4112.0,6.77,"ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA"
10.1002/(ISSN)2169-9100,242,322,217,260.33,1764.0,6.78,"JOURNAL OF GEOPHYSICAL RESEARCH: PLANETS"
10.1111/(ISSN)1756-1221,23,23,12, 19.33,131.0,6.78,"DIE UNTERRICHTSPRAXIS/TEACHING GERMAN"
10.1111/(ISSN)1439-0272,202,233,126,187.00,1268.0,6.78,"ANDROLOGIA"
10.1111/(ISSN)1439-0507,265,228,100,197.67,1349.0,6.83,"MYCOSES"
10.1111/(ISSN)1399-0012,324,383,246,317.67,2170.0,6.83,"CLINICAL TRANSPLANTATION"
10.1111/(ISSN)1365-3032,244,286,142,224.00,1531.0,6.84,"PHYSIOLOGICAL ENTOMOLOGY"
10.1111/(ISSN)1440-0960,152,188,83,141.00,964.0,6.84,"AUSTRALASIAN JOURNAL OF DERMATOLOGY"
10.1111/(ISSN)1460-9568,1449,1593,858,1300.00,8889.0,6.84,"EUROPEAN JOURNAL OF NEUROSCIENCE"
10.1111/(ISSN)1447-0349,96,138,131,121.67,833.0,6.85,"INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING"
10.1111/(ISSN)1463-1318,315,395,176,295.33,2026.0,6.86,"COLORECTAL DISEASE"
10.1111/(ISSN)1468-0254,138,183,120,147.00,1010.0,6.87,"EARLY MEDIEVAL EUROPE"
10.1111/(ISSN)1600-0609,355,476,182,337.67,2326.0,6.89,"EUROPEAN JOURNAL OF HAEMATOLOGY"
10.1111/(ISSN)1467-2979,246,276,158,226.67,1562.0,6.89,"FISH AND FISHERIES"
10.1111/(ISSN)1468-1331,519,521,380,473.33,3267.0,6.90,"EUROPEAN JOURNAL OF NEUROLOGY"
10.1002/(ISSN)1095-8355,275,359,138,257.33,1782.0,6.93,"CELL BIOLOGY INTERNATIONAL"
10.1111/(ISSN)1542-474X,99,114,67, 93.33,650.0,6.96,"ANNALS OF NONINVASIVE ELECTROCARDIOLOGY"
10.1111/(ISSN)1466-7657,82,109,69, 86.67,604.0,6.97,"INTERNATIONAL NURSING REVIEW"
10.1111/(ISSN)1478-1913,64,65,54, 61.00,428.0,7.02,"THE MUSLIM WORLD"
10.1111/(ISSN)1525-1446,200,138,111,149.67,1051.0,7.02,"PUBLIC HEALTH NURSING"
10.1111/(ISSN)1540-627X,91,95,28, 71.33,501.0,7.02,"JOURNAL OF SMALL BUSINESS MANAGEMENT"
10.1111/(ISSN)1467-6486,444,491,354,429.67,3030.0,7.05,"JOURNAL OF MANAGEMENT STUDIES"
10.1111/(ISSN)1741-4113,234,306,96,212.00,1495.0,7.05,"LITERATURE COMPASS"
10.1111/(ISSN)1440-1754,320,309,205,278.00,1969.0,7.08,"JOURNAL OF PAEDIATRICS AND CHILD HEALTH"
10.1111/(ISSN)2044-8287,103,100,48, 83.67,593.0,7.09,"BRITISH JOURNAL OF HEALTH PSYCHOLOGY"
10.1002/(ISSN)1520-7560,249,248,128,208.33,1488.0,7.14,"DIABETES/METABOLISM RESEARCH AND REVIEWS"
10.1002/(ISSN)1938-3711,45,45,18, 36.00,258.0,7.17,"JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR"
10.1111/(ISSN)1600-0412,316,329,186,277.00,1991.0,7.19,"ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA"
10.1002/(ISSN)1534-875X,62,70,57, 63.00,454.0,7.21,"NEW DIRECTIONS FOR EVALUATION"
10.1111/(ISSN)1523-536X,125,116,81,107.33,777.0,7.24,"BIRTH"
10.1002/(ISSN)1098-108X,713,703,339,585.00,4254.0,7.27,"INTERNATIONAL JOURNAL OF EATING DISORDERS"
10.1111/(ISSN)1473-2165,147,261,138,182.00,1329.0,7.30,"JOURNAL OF COSMETIC DERMATOLOGY"
10.1002/(ISSN)1097-0339,632,541,537,570.00,4175.0,7.33,"DIAGNOSTIC CYTOPATHOLOGY"
10.1111/(ISSN)1467-8659,214,216,112,180.67,1324.0,7.33,"COMPUTER GRAPHICS FORUM"
10.1002/(ISSN)1936-2706,23,46,6, 25.00,184.0,7.36,"JOURNAL OF ADOLESCENT & ADULT LITERACY"
10.1111/(ISSN)2041-6962,52,59,36, 49.00,361.0,7.37,"THE SOUTHERN JOURNAL OF PHILOSOPHY"
10.1002/(ISSN)1931-227X,25,53,49, 42.33,312.0,7.37,"PROGRESS IN NEUROLOGY AND PSYCHIATRY"
10.1111/(ISSN)1744-6163,56,50,51, 52.33,386.0,7.38,"PERSPECTIVES IN PSYCHIATRIC CARE"
10.1111/(ISSN)1468-0491,112,185,142,146.33,1081.0,7.39,"GOVERNANCE"
10.1111/(ISSN)1467-9523,118,146,84,116.00,861.0,7.42,"SOCIOLOGIA RURALIS"
10.1002/(ISSN)2169-9011,285,181,145,203.67,1514.0,7.43,"JOURNAL OF GEOPHYSICAL RESEARCH: EARTH SURFACE"
10.1111/(ISSN)1600-0471,61,411,15,162.33,1221.0,7.52,"ARABIAN ARCHAEOLOGY AND EPIGRAPHY"
10.1111/(ISSN)1541-0064,81,101,49, 77.00,580.0,7.53,"THE CANADIAN GEOGRAPHER/LE GEOGRAPHE CANADIEN"
10.1002/(ISSN)1944-2858,87,57,46, 63.33,479.0,7.56,"POVERTY & PUBLIC POLICY"
10.1002/(ISSN)1099-0992,257,324,194,258.33,1955.0,7.57,"EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY"
10.1111/(ISSN)1745-6584,155,125,79,119.67,909.0,7.60,"GROUNDWATER"
10.1111/(ISSN)1467-8675,207,286,140,211.00,1605.0,7.61,"CONSTELLATIONS"
10.1001/(ISSN)1931-0846,65,76,28, 56.33,429.0,7.62,"GEOGRAPHICAL REVIEW"
10.1111/(ISSN)1748-1716,231,269,123,207.67,1582.0,7.62,"ACTA PHYSIOLOGICA"
10.1002/(ISSN)1534-8687,99,72,36, 69.00,527.0,7.64,"NEW DIRECTIONS FOR CHILD AND ADOLESCENT DEVELOPMENT"
10.1111/(ISSN)1365-3156,454,358,222,344.67,2634.0,7.64,"TROPICAL MEDICINE & INTERNATIONAL HEALTH"
10.1111/(ISSN)1467-9876,93,126,71, 96.67,740.0,7.66,"JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES C(APPLIED STATISTICS)"
10.1111/(ISSN)1751-5823,67,90,69, 75.33,579.0,7.69,"INTERNATIONAL STATISTICAL REVIEW"
10.1002/(ISSN)1097-0347,453,514,252,406.33,3127.0,7.70,"HEAD & NECK: JOURNAL FOR THE SCIENCES & SPECIALTIES OF THE HEAD AND NECK"
10.1111/(ISSN)1469-7998,521,540,402,487.67,3759.0,7.71,"JOURNAL OF ZOOLOGY"
10.1111/(ISSN)1439-0310,451,595,350,465.33,3588.0,7.71,"ETHOLOGY"
10.1111/(ISSN)1529-8019,236,255,122,204.33,1576.0,7.71,"DERMATOLOGIC THERAPY"
10.1002/(ISSN)1098-2361,446,424,571,480.33,3762.0,7.83,"ZOO BIOLOGY"
10.1002/(ISSN)1741-4857,55,79,42, 58.67,461.0,7.86,"LEARNED PUBLISHING"
10.1002/(ISSN)1556-6676,56,78,40, 58.00,456.0,7.86,"JOURNAL OF COUNSELING & DEVELOPMENT"
10.1111/(ISSN)1365-3083,262,371,200,277.67,2203.0,7.93,"SCANDINAVIAN JOURNAL OF IMMUNOLOGY"
10.1111/(ISSN)1468-0335,89,103,70, 87.33,695.0,7.96,"ECONOMICA"
10.1111/(ISSN)1467-8594,81,75,26, 60.67,483.0,7.96,"BUSINESS AND SOCIETY REVIEW"
10.1111/(ISSN)1471-0307,176,234,139,183.00,1469.0,8.03,"INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY"
10.1002/(ISSN)1097-0290,2000,1983,1230,1737.67,14048.0,8.08,"BIOTECHNOLOGY AND BIOENGINEERING"
10.1111/(ISSN)1521-0391,137,223,99,153.00,1239.0,8.10,"THE AMERICAN JOURNAL ON ADDICTIONS"
10.1111/(ISSN)1369-1600,207,272,132,203.67,1655.0,8.13,"ADDICTION BIOLOGY"
10.1111/(ISSN)1467-9639,10,17,35, 20.67,168.0,8.13,"TEACHING STATISTICS"
10.1002/(ISSN)1097-4598,648,774,413,611.67,4979.0,8.14,"MUSCLE & NERVE"
10.1002/(ISSN)1943-5193,233,279,174,228.67,1863.0,8.15,"JOURNAL OF HETEROCYCLIC CHEMISTRY"
10.1111/(ISSN)1745-4514,87,114,61, 87.33,714.0,8.18,"JOURNAL OF FOOD BIOCHEMISTRY"
10.1002/(ISSN)1533-8665,73,59,65, 65.67,537.0,8.18,"SYMBOLIC INTERACTION"
10.1002/(ISSN)1096-8644,578,620,515,571.00,4677.0,8.19,"AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY"
10.1111/(ISSN)1468-2257,71,63,53, 62.33,511.0,8.20,"GROWTH AND CHANGE"
10.1111/(ISSN)2041-1294,53,71,33, 52.33,431.0,8.24,"INTERNATIONAL JOURNAL OF APPLIED GLASS SCIENCE"
10.1111/(ISSN)1470-6431,240,304,208,250.67,2067.0,8.25,"INTERNATIONAL JOURNAL OF CONSUMER STUDIES"
10.1111/(ISSN)1468-3083,710,755,356,607.00,5087.0,8.38,"JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY &VENEREOLOGY"
10.1111/(ISSN)1467-7679,105,196,117,139.33,1171.0,8.40,"DEVELOPMENT POLICY REVIEW"
10.1002/(ISSN)1932-7005,297,474,244,338.33,2851.0,8.43,"JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE"
10.1002/(ISSN)1520-6505,133,168,106,135.67,1147.0,8.46,"EVOLUTIONARY ANTHROPOLOGY"
10.1111/(ISSN)1475-3588,43,53,36, 44.00,373.0,8.48,"CHILD AND ADOLESCENT MENTAL HEALTH"
10.1002/(ISSN)2162-6057,33,69,55, 52.33,444.0,8.48,"THE JOURNAL OF CREATIVE BEHAVIOR"
10.1002/(ISSN)1099-0968,119,132,80,110.33,939.0,8.51,"EUROPEAN EATING DISORDERS REVIEW"
10.1002/(ISSN)1939-019X,273,282,220,258.33,2201.0,8.52,"THE CANADIAN JOURNAL OF CHEMICAL ENGINEERING"
10.1002/(ISSN)1099-145X,423,215,179,272.33,2324.0,8.53,"LAND DEGRADATION AND DEVELOPMENT"
10.1002/(ISSN)1470-8744,148,134,56,112.67,965.0,8.57,"BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY"
10.1111/(ISSN)1600-0463,299,217,138,218.00,1871.0,8.58,"APMIS"
10.1111/(ISSN)1464-5491,532,452,283,422.33,3627.0,8.59,"DIABETIC MEDICINE"
10.1111/(ISSN)2044-8325,98,77,57, 77.33,669.0,8.65,"JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY"
10.1002/(ISSN)1097-0177,1124,1710,710,1181.33,10241.0,8.67,"DEVELOPMENTAL DYNAMICS"
10.1002/(ISSN)2158-1592,68,22,24, 38.00,330.0,8.68,"JOURNAL OF BUSINESS LOGISTICS"
10.1111/(ISSN)1610-0387,179,229,59,155.67,1355.0,8.70,"JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT"
10.1111/(ISSN)1532-7078,150,167,131,149.33,1300.0,8.71,"INFANCY"
10.1111/(ISSN)1741-5705,81,86,57, 74.67,652.0,8.73,"PRESIDENTIAL STUDIES QUARTERLY"
10.1002/(ISSN)1520-6696,89,105,83, 92.33,808.0,8.75,"JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES"
10.1111/(ISSN)1949-8594,78,46,10, 44.67,391.0,8.75,"SCHOOL SCIENCE AND MATHEMATICS"
10.1002/(ISSN)1526-968X,607,618,340,521.67,4569.0,8.76,"GENESIS: THE JOURNAL OF GENETICS AND DEVELOPMENT"
10.1111/(ISSN)2047-6310,132,124,92,116.00,1020.0,8.79,"PEDIATRIC OBESITY"
